department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted,sum_metric,total_score
7,2,1,1,30,5.0,7,0,0,49,0,5.0,49
7,2,1,1,46,1.0,5,0,0,50,0,1.0,50
4,2,0,1,60,5.0,4,1,0,56,0,6.0,56
4,2,1,1,44,5.0,11,1,0,55,0,6.0,55
8,3,1,3,35,3.0,3,0,0,86,0,3.0,258
7,2,1,2,33,2.0,6,0,0,52,0,2.0,104
4,2,1,1,38,4.0,8,1,0,55,0,5.0,55
8,3,1,1,39,3.0,5,0,0,80,0,3.0,80
7,2,1,1,30,3.0,2,0,0,50,0,3.0,50
4,2,1,1,31,3.0,1,1,0,65,0,4.0,65
7,2,1,1,57,4.0,3,0,0,50,0,4.0,50
7,2,0,1,34,1.0,7,0,0,50,0,1.0,50
4,2,1,1,38,3.0,4,1,0,66,0,4.0,66
7,2,1,1,24,3.0,1,1,0,55,0,4.0,55
5,3,1,1,45,3.0,16,0,0,87,1,3.0,87
7,3,1,1,40,1.0,11,0,0,53,0,1.0,53
5,2,1,2,32,3.0,3,0,0,70,0,3.0,140
7,2,0,2,29,3.0,2,0,0,48,0,3.0,96
1,2,0,1,39,4.0,11,0,0,59,0,4.0,59
0,2,1,1,32,3.0,7,0,0,80,0,3.0,80
4,3,1,2,57,4.0,7,1,0,58,0,5.0,116
5,2,0,1,36,3.0,4,1,0,72,0,4.0,72
7,2,1,1,34,1.0,5,0,0,46,0,1.0,46
2,3,0,1,33,5.0,7,1,0,50,0,6.0,50
8,3,1,1,39,2.0,4,1,0,81,0,3.0,81
1,2,0,2,32,4.0,8,0,0,59,0,4.0,118
8,2,1,1,31,3.0,6,0,0,77,0,3.0,77
7,2,1,1,31,1.0,7,1,0,52,0,2.0,52
5,2,0,1,25,3.0,3,0,0,68,0,3.0,68
7,2,0,1,43,5.0,4,1,0,50,0,6.0,50
4,2,1,1,25,3.0,1,0,0,65,0,3.0,65
5,3,0,1,50,1.0,16,0,0,68,0,1.0,68
4,3,1,3,32,3.0,4,1,0,64,1,4.0,192
1,2,1,1,28,3.0,2,0,0,59,0,3.0,59
7,2,1,1,32,1.0,5,0,0,51,0,1.0,51
7,2,1,1,34,5.0,5,0,0,49,0,5.0,49
4,2,1,1,30,5.0,4,0,0,55,0,5.0,55
4,3,0,1,33,5.0,6,0,0,74,1,5.0,74
5,3,1,2,46,4.0,19,1,0,70,0,5.0,140
7,2,1,1,35,4.0,10,1,0,50,1,5.0,50
4,2,1,1,33,5.0,8,1,0,59,1,6.0,59
4,2,1,1,30,4.0,4,0,0,59,0,4.0,59
5,2,1,2,33,5.0,4,1,0,71,0,6.0,142
7,2,1,1,28,4.0,5,0,0,52,0,4.0,52
8,3,1,1,38,3.0,8,0,0,84,0,3.0,84
7,2,0,1,34,2.0,7,1,0,49,1,3.0,49
7,2,0,2,40,3.0,1,1,0,51,0,4.0,102
5,2,0,2,30,3.0,5,0,0,73,0,3.0,146
4,2,0,1,29,2.0,7,0,0,60,0,2.0,60
6,2,1,1,30,3.0,3,0,0,83,0,3.0,83
7,2,1,1,38,4.0,10,0,0,50,0,4.0,50
4,2,1,3,40,3.0,11,0,0,60,0,3.0,180
0,2,0,1,29,4.0,5,0,0,86,0,4.0,86
2,3,0,1,53,4.0,25,0,0,47,0,4.0,47
7,2,0,1,26,3.0,2,0,0,49,0,3.0,49
0,2,1,2,28,3.0,1,0,0,82,0,3.0,164
0,3,1,1,26,3.0,1,1,0,84,0,4.0,84
5,2,1,1,28,3.0,4,0,0,65,0,3.0,65
2,2,0,1,30,3.0,3,0,0,51,0,3.0,51
4,3,1,1,59,4.0,4,1,0,56,0,5.0,56
6,2,0,1,29,3.0,1,1,0,86,0,4.0,86
8,2,1,1,31,3.0,4,0,0,83,0,3.0,83
5,2,0,1,26,3.0,2,0,0,69,0,3.0,69
4,3,0,1,37,3.0,10,0,0,62,0,3.0,62
4,2,0,1,25,3.0,1,0,0,62,0,3.0,62
8,2,1,1,27,2.0,3,1,0,78,0,3.0,78
4,3,1,1,39,4.0,10,0,0,60,0,4.0,60
0,2,1,1,36,5.0,3,1,0,91,1,6.0,91
5,3,1,2,35,5.0,6,1,0,91,1,6.0,182
8,2,0,1,28,3.0,1,0,0,81,0,3.0,81
7,2,1,1,30,3.0,1,1,0,50,0,4.0,50
5,3,1,1,37,5.0,9,1,0,75,0,6.0,75
8,3,1,2,35,1.0,9,0,0,80,0,1.0,160
7,3,0,1,30,1.0,5,0,0,54,0,1.0,54
6,2,1,1,30,5.0,1,0,0,96,1,5.0,96
8,2,1,1,45,4.0,3,0,0,83,0,4.0,83
5,3,1,1,36,3.0,7,1,0,71,0,4.0,71
7,2,1,1,37,3.0,4,0,0,50,0,3.0,50
5,2,0,2,39,3.0,4,0,0,73,0,3.0,146
4,2,1,1,37,5.0,6,0,0,59,0,5.0,59
5,2,1,1,28,3.0,1,0,0,82,1,3.0,82
5,3,1,1,40,3.0,12,0,0,70,0,3.0,70
7,2,1,1,30,5.0,3,1,0,52,0,6.0,52
4,3,1,1,36,4.0,7,0,0,56,0,4.0,56
7,2,0,1,27,2.0,4,0,0,57,0,2.0,57
4,2,0,1,29,1.0,4,0,0,57,0,1.0,57
8,2,0,7,31,3.0,5,1,0,82,0,4.0,574
5,3,1,1,36,4.0,7,1,0,67,0,5.0,67
4,2,1,1,30,4.0,4,0,0,57,0,4.0,57
0,3,1,2,32,3.0,6,1,0,86,0,4.0,172
7,2,1,1,29,5.0,2,0,0,50,0,5.0,50
7,2,0,1,29,3.0,1,0,0,45,0,3.0,45
7,3,1,2,38,1.0,8,0,0,47,0,1.0,94
5,3,0,1,51,3.0,15,0,0,71,0,3.0,71
1,3,1,1,32,3.0,8,0,0,58,0,3.0,58
8,3,0,1,36,3.0,5,1,0,83,0,4.0,83
4,2,1,2,30,5.0,5,1,0,57,0,6.0,114
1,2,0,1,26,3.0,5,0,0,56,0,3.0,56
6,2,1,2,32,5.0,3,1,0,83,1,6.0,166
7,2,1,2,26,3.0,3,0,0,50,0,3.0,100
0,2,1,1,30,4.0,2,0,0,83,0,4.0,83
7,2,0,1,28,1.0,2,0,0,50,0,1.0,50
7,2,1,1,40,3.0,18,1,0,55,1,4.0,55
3,2,1,1,33,1.0,6,0,0,66,0,1.0,66
4,1,0,1,24,3.0,1,0,0,73,1,3.0,73
3,1,1,1,27,3.0,1,1,0,59,0,4.0,59
4,2,1,1,30,4.0,2,1,0,61,0,5.0,61
7,3,0,1,37,3.0,9,0,0,44,0,3.0,44
4,2,0,1,33,3.0,9,0,0,58,0,3.0,58
0,2,1,2,31,3.0,2,0,0,84,0,3.0,168
7,2,1,1,43,3.0,3,0,0,48,0,3.0,48
7,3,0,1,39,1.0,10,1,0,52,1,2.0,52
7,2,1,1,24,3.0,2,1,1,81,1,5.0,81
5,3,1,1,41,2.0,12,0,0,71,0,2.0,71
6,3,1,1,35,5.0,4,1,0,85,0,6.0,85
7,2,1,1,24,3.0,1,0,0,49,0,3.0,49
7,3,1,3,33,2.0,7,0,0,53,0,2.0,159
7,3,1,1,35,3.0,3,0,0,47,0,3.0,47
7,2,1,1,30,2.0,8,1,1,50,0,4.0,50
5,2,1,1,29,3.0,2,0,0,68,0,3.0,68
7,2,1,1,28,5.0,2,1,0,50,0,6.0,50
4,3,0,1,48,5.0,15,1,0,61,0,6.0,61
8,2,1,1,31,3.0,3,0,0,79,0,3.0,79
7,2,1,1,26,1.0,3,1,0,50,0,2.0,50
7,2,1,2,24,3.0,1,0,0,47,0,3.0,94
8,2,0,1,30,3.0,1,1,0,76,0,4.0,76
4,3,0,1,38,3.0,2,1,0,61,0,4.0,61
7,2,1,1,27,5.0,3,1,0,49,0,6.0,49
8,3,0,1,49,1.0,24,0,0,77,0,1.0,77
8,2,0,1,32,3.0,1,0,0,80,0,3.0,80
4,2,1,1,26,3.0,1,0,0,65,0,3.0,65
7,2,0,1,35,5.0,7,0,0,48,0,5.0,48
1,2,0,2,46,3.0,3,0,0,59,0,3.0,118
5,3,1,1,34,2.0,6,0,0,69,0,2.0,69
1,2,0,2,30,1.0,3,1,0,59,0,2.0,118
5,2,0,1,53,1.0,11,0,0,67,0,1.0,67
7,3,1,1,49,3.0,17,0,0,48,0,3.0,48
5,3,0,1,35,3.0,5,0,0,68,0,3.0,68
6,3,1,1,34,4.0,4,0,0,83,0,4.0,83
7,2,1,7,26,2.0,5,0,0,46,0,2.0,322
7,2,1,2,29,3.0,1,0,0,47,0,3.0,94
4,3,0,1,37,3.0,4,0,0,58,0,3.0,58
0,2,1,2,25,4.0,2,0,0,80,0,4.0,160
7,2,1,1,47,4.0,16,1,0,48,1,5.0,48
0,2,1,1,28,2.0,5,0,0,85,0,2.0,85
7,2,1,1,32,5.0,10,1,0,48,0,6.0,48
5,2,1,1,34,3.0,4,0,0,71,0,3.0,71
4,2,1,1,36,4.0,3,0,0,59,0,4.0,59
3,2,1,1,32,2.0,6,0,0,59,0,2.0,59
5,3,1,2,32,2.0,5,0,0,72,0,2.0,144
7,2,1,1,29,4.0,3,0,0,52,0,4.0,52
4,2,1,1,32,4.0,4,1,1,57,1,6.0,57
7,2,1,5,27,3.0,2,0,0,52,0,3.0,260
7,2,1,1,34,5.0,4,1,0,51,0,6.0,51
7,3,0,1,36,3.0,8,0,0,48,0,3.0,48
4,2,1,1,26,5.0,2,1,0,59,0,6.0,59
7,3,1,1,33,4.0,3,1,0,94,1,5.0,94
7,3,1,1,47,1.0,3,0,0,45,0,1.0,45
7,2,1,1,42,3.0,2,0,0,48,0,3.0,48
7,3,1,1,38,1.0,8,0,0,54,0,1.0,54
8,2,0,4,32,5.0,8,0,0,93,1,5.0,372
5,2,0,1,44,3.0,16,0,0,70,0,3.0,70
7,3,1,1,33,4.0,5,1,0,46,0,5.0,46
7,2,1,2,27,3.0,3,0,0,55,0,3.0,110
8,3,1,2,50,5.0,14,0,0,85,0,5.0,170
5,2,0,2,29,3.0,4,0,0,71,0,3.0,142
5,2,1,1,29,5.0,4,0,0,84,1,5.0,84
8,2,1,2,28,3.0,2,0,0,79,0,3.0,158
0,2,1,1,44,5.0,7,1,0,84,0,6.0,84
4,2,0,1,32,4.0,2,1,0,61,0,5.0,61
0,3,1,2,30,3.0,6,0,0,83,0,3.0,166
4,2,1,1,37,5.0,4,1,0,59,0,6.0,59
4,2,0,1,37,3.0,5,1,0,59,0,4.0,59
7,2,1,1,32,1.0,4,0,0,52,0,1.0,52
5,2,1,1,36,3.0,2,0,0,66,0,3.0,66
5,2,0,2,34,3.0,4,1,0,62,0,4.0,124
1,2,0,1,30,3.0,3,0,0,65,0,3.0,65
8,2,1,1,26,3.0,1,1,1,81,1,5.0,81
7,3,1,1,31,1.0,2,0,0,51,0,1.0,51
8,2,1,1,41,5.0,7,0,0,83,0,5.0,83
4,3,1,1,33,2.0,7,0,0,57,0,2.0,57
4,2,1,1,25,4.0,3,0,0,58,0,4.0,58
4,2,0,1,39,3.0,6,1,0,58,0,4.0,58
5,2,0,1,31,3.0,6,0,0,70,0,3.0,70
8,3,0,1,56,2.0,16,0,0,79,0,2.0,79
7,2,1,1,30,1.0,3,0,0,50,0,1.0,50
4,2,1,2,29,5.0,5,1,0,63,1,6.0,126
7,3,1,1,31,4.0,3,0,0,50,0,4.0,50
6,3,1,2,28,4.0,2,0,0,82,0,4.0,164
0,2,1,2,30,2.0,3,0,0,82,0,2.0,164
0,2,1,1,30,1.0,2,0,0,84,0,1.0,84
5,2,0,1,29,4.0,6,1,0,65,0,5.0,65
4,2,0,1,31,3.0,3,1,0,60,0,4.0,60
0,2,1,1,30,3.0,6,1,0,84,1,4.0,84
5,2,1,1,26,3.0,1,0,0,72,0,3.0,72
4,2,1,1,44,5.0,4,1,0,60,0,6.0,60
5,3,0,1,31,1.0,6,0,0,70,0,1.0,70
8,2,0,1,35,4.0,3,0,0,77,0,4.0,77
5,3,1,1,41,3.0,3,0,0,73,0,3.0,73
7,2,1,1,33,5.0,7,1,0,47,0,6.0,47
8,2,1,1,33,5.0,4,1,0,81,0,6.0,81
4,1,1,1,26,5.0,3,0,0,60,0,5.0,60
7,2,1,1,47,4.0,19,0,0,48,0,4.0,48
7,2,1,1,28,5.0,5,1,0,51,0,6.0,51
7,2,1,1,32,1.0,5,0,0,52,0,1.0,52
7,2,1,1,36,3.0,10,0,0,50,0,3.0,50
5,3,0,2,39,3.0,5,0,0,68,0,3.0,136
8,2,0,1,29,5.0,2,1,0,81,0,6.0,81
7,2,1,3,45,3.0,6,0,0,47,0,3.0,141
4,2,1,1,48,2.0,4,0,0,58,0,2.0,58
2,2,1,2,32,3.0,5,0,0,49,0,3.0,98
4,2,0,1,39,2.0,5,0,0,63,0,2.0,63
4,3,1,1,53,4.0,19,1,0,57,0,5.0,57
7,2,1,1,42,3.0,4,0,0,53,0,3.0,53
1,3,0,2,35,5.0,4,0,0,59,0,5.0,118
0,2,1,1,30,1.0,4,0,0,82,0,1.0,82
0,2,1,1,31,4.0,6,1,0,86,0,5.0,86
4,2,1,1,26,5.0,3,0,0,56,0,5.0,56
7,2,1,1,35,5.0,3,1,1,45,1,7.0,45
7,2,1,1,45,1.0,5,0,0,52,0,1.0,52
5,2,1,5,37,3.0,9,0,0,64,0,3.0,320
4,2,0,1,42,5.0,10,1,0,59,0,6.0,59
7,3,1,1,43,5.0,14,1,0,50,0,6.0,50
4,2,1,1,27,5.0,2,1,0,58,0,6.0,58
7,2,1,1,26,3.0,1,1,0,48,0,4.0,48
7,3,1,1,38,1.0,10,0,0,50,0,1.0,50
0,3,1,1,31,4.0,5,1,0,82,0,5.0,82
4,2,0,1,30,2.0,2,0,0,64,0,2.0,64
5,2,0,1,37,4.0,11,0,0,70,0,4.0,70
7,3,1,1,35,1.0,4,0,0,48,0,1.0,48
4,3,0,2,38,5.0,4,1,0,63,0,6.0,126
6,2,1,3,30,5.0,2,0,0,85,0,5.0,255
8,2,1,1,30,3.0,1,1,0,78,1,4.0,78
7,2,1,2,28,3.0,2,0,0,52,0,3.0,104
4,3,1,1,42,4.0,7,0,0,59,0,4.0,59
5,2,1,1,33,2.0,7,0,0,68,0,2.0,68
7,3,1,1,39,4.0,4,0,0,45,0,4.0,45
7,2,1,1,33,2.0,7,1,0,49,0,3.0,49
8,3,0,1,43,4.0,6,0,0,81,0,4.0,81
4,2,0,1,30,4.0,7,0,0,59,0,4.0,59
0,3,1,1,37,3.0,3,1,0,85,0,4.0,85
8,2,1,1,33,4.0,6,1,1,81,0,6.0,81
7,3,1,1,38,5.0,10,0,0,49,0,5.0,49
0,2,0,2,27,3.0,3,1,0,85,1,4.0,170
4,2,0,1,24,5.0,2,0,0,55,0,5.0,55
4,2,0,1,35,2.0,10,0,0,58,0,2.0,58
4,3,1,2,42,5.0,2,1,0,57,0,6.0,114
7,3,1,1,32,3.0,7,0,0,53,0,3.0,53
7,2,1,2,25,3.0,2,0,0,45,0,3.0,90
5,3,0,1,35,5.0,6,1,0,67,0,6.0,67
8,3,0,1,54,3.0,24,0,0,75,0,3.0,75
7,2,1,1,33,2.0,3,0,0,45,0,2.0,45
7,2,0,1,27,3.0,1,0,0,48,0,3.0,48
0,2,1,2,28,3.0,2,1,0,86,1,4.0,172
2,3,0,1,36,3.0,8,0,0,44,0,3.0,44
5,3,0,3,51,3.0,7,1,0,72,0,4.0,216
4,2,0,2,31,3.0,2,0,0,57,0,3.0,114
7,2,1,2,25,1.0,4,0,0,47,0,1.0,94
2,3,1,1,45,3.0,3,0,0,51,0,3.0,51
1,2,1,1,31,3.0,4,0,0,64,0,3.0,64
2,2,1,1,39,3.0,11,0,0,53,0,3.0,53
5,2,0,1,39,4.0,5,1,0,73,0,5.0,73
5,2,0,1,25,2.0,2,1,0,66,0,3.0,66
4,3,0,1,37,5.0,8,1,1,99,1,7.0,99
8,2,1,1,29,5.0,3,1,0,80,0,6.0,80
7,2,1,1,27,1.0,5,0,0,52,0,1.0,52
4,2,1,1,27,4.0,3,0,0,59,0,4.0,59
7,2,1,1,47,4.0,6,0,0,51,0,4.0,51
1,3,1,1,36,4.0,3,0,0,55,0,4.0,55
4,2,1,1,35,5.0,9,1,0,58,0,6.0,58
7,2,1,1,35,3.0,8,0,0,51,0,3.0,51
8,2,0,2,32,3.0,5,1,0,82,0,4.0,164
7,2,1,1,26,3.0,1,0,0,47,0,3.0,47
1,3,1,1,33,3.0,3,1,1,60,1,5.0,60
7,3,0,1,32,2.0,5,0,0,56,0,2.0,56
5,2,1,1,41,5.0,4,1,0,73,0,6.0,73
7,2,1,1,26,4.0,2,1,0,53,0,5.0,53
1,3,1,1,40,5.0,4,0,0,58,0,5.0,58
4,2,0,1,31,3.0,4,0,0,55,0,3.0,55
8,2,1,1,25,3.0,2,0,0,78,0,3.0,78
3,3,1,1,58,3.0,15,1,0,60,0,4.0,60
7,2,0,1,27,1.0,4,0,0,53,0,1.0,53
7,2,1,1,29,5.0,5,1,0,52,0,6.0,52
7,2,1,2,33,4.0,8,0,0,46,0,4.0,92
2,2,0,1,28,3.0,1,0,0,43,0,3.0,43
4,2,0,1,32,4.0,2,1,0,59,0,5.0,59
1,3,0,1,36,5.0,2,1,0,57,0,6.0,57
5,3,0,1,37,3.0,3,0,0,72,0,3.0,72
2,2,1,1,30,5.0,7,1,0,51,0,6.0,51
8,3,1,1,43,2.0,7,0,0,77,0,2.0,77
8,3,0,1,31,3.0,5,1,0,81,0,4.0,81
6,3,1,2,34,4.0,4,0,0,86,0,4.0,172
4,2,1,1,45,4.0,18,1,0,61,0,5.0,61
0,3,1,2,30,3.0,6,0,0,80,0,3.0,160
0,2,1,3,39,3.0,6,0,0,84,0,3.0,252
8,3,1,1,34,5.0,5,1,0,81,0,6.0,81
8,3,1,1,36,2.0,8,0,0,86,0,2.0,86
8,2,1,1,25,4.0,3,0,0,80,0,4.0,80
7,2,1,1,28,4.0,4,0,0,45,0,4.0,45
1,2,1,1,31,2.0,5,0,0,60,0,2.0,60
5,3,0,1,49,5.0,7,1,0,73,0,6.0,73
8,3,0,1,39,4.0,4,1,0,78,1,5.0,78
7,2,1,1,49,3.0,19,0,0,50,0,3.0,50
5,3,0,1,37,3.0,9,0,0,67,0,3.0,67
8,2,0,1,38,2.0,5,1,0,79,0,3.0,79
4,2,1,1,38,4.0,10,0,0,59,0,4.0,59
7,3,1,1,44,1.0,9,0,0,54,0,1.0,54
8,2,1,1,30,4.0,2,1,0,84,0,5.0,84
0,3,1,1,34,2.0,6,0,0,86,0,2.0,86
1,1,1,2,25,3.0,1,1,0,60,0,4.0,120
4,3,0,2,34,5.0,7,0,0,61,0,5.0,122
8,3,0,1,35,1.0,4,0,0,81,0,1.0,81
5,2,0,1,38,2.0,4,0,0,65,0,2.0,65
5,2,0,1,40,3.0,7,0,0,68,0,3.0,68
3,2,0,1,52,3.0,4,1,1,55,0,5.0,55
7,2,1,1,60,2.0,12,0,0,48,0,2.0,48
7,2,1,6,27,3.0,1,0,0,58,0,3.0,348
4,2,1,1,32,2.0,5,1,0,62,0,3.0,62
2,2,1,1,28,2.0,2,1,0,52,1,3.0,52
7,2,1,1,28,1.0,3,0,0,52,0,1.0,52
4,3,0,2,51,5.0,16,1,0,62,0,6.0,124
7,3,1,1,33,4.0,5,0,0,49,0,4.0,49
7,3,0,1,31,3.0,1,0,0,47,0,3.0,47
7,2,1,1,26,2.0,3,0,0,54,0,2.0,54
7,2,1,1,30,3.0,1,1,0,47,0,4.0,47
4,2,0,1,29,5.0,2,1,0,60,0,6.0,60
1,2,1,3,31,4.0,3,0,0,65,0,4.0,195
4,2,1,1,43,2.0,11,0,0,57,0,2.0,57
7,2,1,1,32,1.0,6,1,0,47,0,2.0,47
4,2,1,1,33,3.0,4,0,0,74,1,3.0,74
7,2,1,1,30,1.0,3,0,0,48,0,1.0,48
7,2,1,1,23,3.0,1,0,0,44,0,3.0,44
5,2,0,1,28,3.0,4,0,0,68,0,3.0,68
2,3,0,1,43,5.0,11,1,0,51,0,6.0,51
4,2,1,1,44,4.0,15,0,0,55,0,4.0,55
0,3,0,1,33,3.0,2,0,0,84,0,3.0,84
7,2,1,1,31,2.0,7,0,0,50,0,2.0,50
7,3,1,1,37,1.0,10,0,0,48,0,1.0,48
8,2,0,2,32,3.0,6,0,0,79,0,3.0,158
8,2,0,1,37,3.0,11,0,0,79,0,3.0,79
7,3,1,1,37,3.0,5,0,0,49,0,3.0,49
7,2,1,1,28,3.0,1,0,0,46,0,3.0,46
4,3,1,2,35,3.0,9,0,0,56,0,3.0,112
4,2,1,1,36,4.0,3,1,0,74,1,5.0,74
8,2,1,2,39,3.0,5,1,0,78,0,4.0,156
4,2,0,1,30,5.0,5,0,0,56,0,5.0,56
4,2,0,1,26,3.0,5,0,0,60,0,3.0,60
7,2,1,1,27,3.0,3,0,0,51,0,3.0,51
0,2,1,1,32,3.0,3,1,1,78,1,5.0,78
4,2,1,1,42,3.0,12,0,0,55,0,3.0,55
0,2,1,1,30,3.0,1,0,0,84,0,3.0,84
6,2,1,1,35,5.0,7,0,0,89,0,5.0,89
8,2,1,1,28,2.0,2,0,0,79,0,2.0,79
2,2,0,1,27,5.0,5,1,0,46,0,6.0,46
4,3,0,1,38,3.0,9,0,0,62,0,3.0,62
4,2,1,1,27,3.0,2,0,0,65,0,3.0,65
4,3,1,1,43,2.0,3,0,0,59,0,2.0,59
7,3,0,1,34,5.0,9,0,0,49,0,5.0,49
8,3,1,1,38,3.0,8,0,0,77,0,3.0,77
4,2,0,1,25,1.0,2,0,0,57,0,1.0,57
8,2,1,1,35,1.0,6,1,0,77,1,2.0,77
7,2,1,1,29,1.0,5,0,0,48,0,1.0,48
7,2,1,1,40,1.0,6,0,0,55,0,1.0,55
8,2,0,1,35,1.0,4,1,0,83,0,2.0,83
0,2,1,1,34,3.0,3,0,0,89,1,3.0,89
5,2,0,1,37,1.0,2,0,0,64,0,1.0,64
6,3,1,1,29,3.0,2,1,0,84,0,4.0,84
8,3,1,1,39,1.0,8,0,0,77,0,1.0,77
5,2,1,1,50,3.0,8,0,0,71,0,3.0,71
2,2,0,1,25,5.0,2,1,0,47,0,6.0,47
7,2,1,1,40,2.0,10,0,0,49,0,2.0,49
7,2,0,1,30,3.0,8,1,0,50,1,4.0,50
5,2,0,1,33,2.0,3,1,0,69,1,3.0,69
5,2,0,1,32,3.0,3,0,0,70,0,3.0,70
8,3,1,1,39,2.0,7,0,0,78,0,2.0,78
4,2,1,1,52,4.0,10,0,0,60,0,4.0,60
5,2,0,1,29,5.0,4,1,0,72,1,6.0,72
4,2,1,1,48,5.0,17,1,0,58,0,6.0,58
8,2,1,2,38,1.0,8,1,0,81,0,2.0,162
7,2,1,1,44,3.0,10,0,0,49,0,3.0,49
7,3,1,1,42,5.0,11,1,0,54,1,6.0,54
7,2,1,1,29,4.0,2,0,0,47,0,4.0,47
5,3,0,1,34,4.0,7,0,0,70,0,4.0,70
7,3,1,1,39,4.0,8,0,0,47,0,4.0,47
7,3,0,1,38,2.0,8,0,0,51,0,2.0,51
8,2,1,1,47,3.0,16,0,0,80,0,3.0,80
4,2,1,1,29,3.0,3,0,0,66,0,3.0,66
7,2,0,1,36,2.0,7,0,0,50,0,2.0,50
8,2,1,1,29,1.0,6,1,0,77,0,2.0,77
2,3,1,1,34,3.0,7,0,0,55,0,3.0,55
7,2,1,1,28,3.0,1,0,0,47,0,3.0,47
8,2,1,2,27,3.0,1,0,0,77,0,3.0,154
2,2,1,1,29,1.0,3,0,0,51,0,1.0,51
5,3,0,1,36,3.0,4,0,0,81,1,3.0,81
7,2,0,1,29,4.0,3,0,0,52,0,4.0,52
0,2,1,2,28,3.0,1,1,0,89,0,4.0,178
0,2,1,1,26,3.0,4,0,0,85,0,3.0,85
5,1,0,3,22,3.0,1,0,0,66,0,3.0,198
0,3,1,3,35,5.0,3,0,0,86,0,5.0,258
8,2,0,1,49,5.0,6,0,0,80,0,5.0,80
8,2,1,1,33,5.0,2,1,0,79,0,6.0,79
7,2,1,1,30,3.0,1,1,0,50,0,4.0,50
4,3,1,1,43,4.0,3,0,0,59,0,4.0,59
7,2,1,1,44,4.0,12,0,0,50,0,4.0,50
7,2,1,1,25,4.0,3,0,0,47,0,4.0,47
7,2,1,1,25,4.0,3,1,0,64,1,5.0,64
7,2,1,3,53,3.0,12,0,0,50,0,3.0,150
4,3,1,1,36,3.0,9,0,0,62,0,3.0,62
5,3,0,2,50,5.0,13,1,0,69,0,6.0,138
7,2,1,1,31,4.0,4,1,0,48,0,5.0,48
7,2,1,2,36,1.0,4,0,0,49,0,1.0,98
7,2,1,1,24,1.0,2,0,0,48,0,1.0,48
6,3,1,1,32,5.0,5,1,0,78,0,6.0,78
7,2,0,1,51,1.0,13,0,0,51,0,1.0,51
0,2,1,1,29,5.0,3,1,0,87,0,6.0,87
1,2,1,1,29,3.0,1,1,0,55,0,4.0,55
3,2,0,1,32,3.0,1,0,0,63,0,3.0,63
4,2,0,2,42,5.0,5,1,0,61,1,6.0,122
0,2,1,1,26,5.0,2,1,0,87,0,6.0,87
5,2,1,3,43,5.0,2,0,0,70,0,5.0,210
0,2,1,1,31,3.0,4,0,0,85,0,3.0,85
5,2,0,1,46,1.0,5,0,0,68,0,1.0,68
7,2,1,1,38,4.0,6,0,0,46,0,4.0,46
7,2,1,2,33,4.0,7,0,0,51,0,4.0,102
4,2,1,1,33,5.0,3,1,0,63,0,6.0,63
0,2,1,1,27,3.0,1,0,0,91,0,3.0,91
0,2,0,1,30,4.0,5,0,0,91,0,4.0,91
8,2,0,2,28,3.0,3,0,0,82,0,3.0,164
5,2,1,1,44,5.0,5,1,0,72,0,6.0,72
4,2,1,2,37,3.0,3,0,0,61,0,3.0,122
4,2,0,1,37,3.0,9,0,0,61,0,3.0,61
8,2,0,1,50,3.0,23,1,0,80,0,4.0,80
8,2,1,1,36,4.0,5,1,0,78,1,5.0,78
7,2,1,1,28,3.0,2,0,0,47,0,3.0,47
0,2,1,3,28,5.0,5,1,0,80,0,6.0,240
1,2,0,1,28,5.0,5,1,0,57,0,6.0,57
7,2,1,1,27,3.0,1,0,0,47,0,3.0,47
3,2,1,1,30,3.0,1,0,0,63,0,3.0,63
4,2,0,2,43,4.0,5,1,0,62,0,5.0,124
8,2,1,1,49,3.0,16,0,0,78,0,3.0,78
7,2,1,1,35,3.0,10,0,0,49,0,3.0,49
7,2,1,1,26,3.0,1,0,0,51,0,3.0,51
7,2,1,1,33,3.0,8,0,0,48,0,3.0,48
4,3,1,1,35,5.0,9,1,0,65,0,6.0,65
8,3,0,1,39,3.0,10,0,0,81,0,3.0,81
8,3,1,1,34,4.0,3,1,0,81,0,5.0,81
0,2,1,1,36,5.0,5,0,0,79,0,5.0,79
8,2,1,2,44,5.0,7,1,0,78,0,6.0,156
0,2,1,1,29,3.0,3,0,0,87,0,3.0,87
7,3,1,1,47,5.0,11,1,0,50,0,6.0,50
8,2,1,1,30,5.0,3,1,0,77,1,6.0,77
7,2,1,1,40,3.0,4,0,0,52,0,3.0,52
4,3,0,1,47,3.0,20,0,0,63,0,3.0,63
7,2,1,2,27,4.0,4,0,0,48,0,4.0,96
4,2,0,1,46,3.0,8,0,0,57,0,3.0,57
7,2,1,1,55,5.0,5,1,0,53,0,6.0,53
7,2,1,1,40,1.0,10,0,0,48,0,1.0,48
7,2,1,1,40,3.0,4,0,0,52,0,3.0,52
8,2,1,1,28,3.0,5,0,0,77,0,3.0,77
5,2,0,1,40,5.0,11,1,0,73,0,6.0,73
0,2,1,2,32,3.0,7,1,0,85,0,4.0,170
7,3,1,1,53,3.0,14,1,0,51,0,4.0,51
7,2,1,1,33,1.0,4,0,0,50,0,1.0,50
0,2,1,3,28,3.0,1,1,0,78,0,4.0,234
